nome,rede,cidade,estado,lat,lon,telefone,email,website
Catatau Veículos Seminovos,Bosch,SINOP,Mato Grosso,-11.8783175,-55.4991122,556635205009.0,clarissa@grupocatatau.com,
OLIVEIRA AUTO CENTER,Bosch,SINOP,Mato Grosso,-11.8423811,-55.49088399999999,556635313976.0,oliveiraautocentersinop@gmail.com,
NALEVAIKO AUTO MECANICA E AUTO,Bosch,SINOP,Mato Grosso,-11.8644607,-55.4978372,556635311125.0,nalevaikoautomecanica@hotmail.com,
FURLAN AUTO CENTER,Bosch,SORRISO,Mato Grosso,-12.5430376,-55.7090079,556635442128.0,furlanautocentersorriso@gmail.com,https://www.oficinaboschservice.com.br/furlanautocenter
KOZAK CENTRO AUTOMOTIVO,Bosch,SORRISO,Mato Grosso,-12.5449867,-55.7139551,556635446665.0,kozakcentroautomotivo@hotmail.com,https://www.oficinaboschservice.com.br/kozakcentroautomotivo
TURBO AUTO ELETRICA LTDA,Bosch,SORRISO,Mato Grosso,-12.548601,-55.71250209999999,556635442061.0,turbo@pop.com.br,https://www.oficinaboschservice.com.br/turboautoeletricaemecanica
SOARES ELETROMECANICA,Bosch,TANGARÁ DA SERRA,Mato Grosso,-14.638923,-57.462914,556533261631.0,soareseletromecanica@hotmail.com,https://www.oficinaboschservice.com.br/soareseletromecanica
ZANATA AUTO CENTER,Bosch,VÁRZEA GRANDE,Mato Grosso,-15.6278419,-56.1138001,556536944479.0,zanataautocentervg1@gmail.com,https://www.oficinaboschservice.com.br/brafaautocenter
AMF PECAS E SERVICOS,Bosch,BONITO,Mato Grosso do Sul,-21.1242007,-56.492976,556732551805.0,amfinanceiro@hotmail.com,
RENATO AUTO ELETRICA,Bosch,BRASILÂNDIA,Mato Grosso do Sul,-21.250517,-52.0320255,556735461206.0,renato.auto.eletrica@hotmail.com,https://www.oficinaboschservice.com.br/renatoautocenter
AUTO CENTER MONTANHA,Bosch,CAMAPUÃ,Mato Grosso do Sul,-19.5415098,-54.0420289,556732863839.0,autocentermontanha@hotmail.com,https://www.oficinaboschservice.com.br/autocentermontanha
BOMCAR CENTRO AUTOMOTIVO,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.480791,-54.6121099,556730441413.0,bomcarcg@hotmail.com,
Bosch Car Service - Stop Centro Automotivo - Loja 01,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.4952575,-54.6541679,556733868080.0,financeiro@stopcentroautomotivo.com.br,https://www.oficinaboschservice.com.br/stopcentroautomotivoloja01
CARBUR DOURADOS,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.4748412,-54.636876,556733313900.0,carburdourados@yahoo.com.br,https://www.oficinaboschservice.com.br/carburdouradoscentroautomotivo
DIAS AUTO CENTER,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.4782374,-54.5964304,556733490101.0,autocenterdias@hotmail.com,https://www.oficinaboschservice.com.br/diasautocenterassistenciatecnicakiamotorsms
DINAMICA,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.4362998,-54.6149147,556730290565.0,dinamicadirecoes@dinamicadirecoes.com.br,
Delta Auto Center - Mecânica leve e diesel,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.4681937,-54.5936602,5567993393333.0,automotivo.delta@gmail.com,
Dinâmica Auto Center,Bosch,CAMPO GRANDE,Mato Grosso do Sul,-20.4531575,-54.6222197,556725250001.0,dinamicaautocenterms@gmail.com,
AUTO ELETRICA INAREJA,Bosch,DOURADOS,Mato Grosso do Sul,-22.2360997,-54.8076241,5567999871927.0,autoeletrica@inareja.com.br,https://www.oficinaboschservice.com.br/autoeletricainareja
Auto Elétrica Guaíra,Bosch,DOURADOS,Mato Grosso do Sul,-22.2254715,-54.7984198,556734245922.0,contato@guairacarservice.com.br,https://www.oficinaboschservice.com.br/autoeletricaguaira
CAMAPI AUTO CENTRO,Bosch,DOURADOS,Mato Grosso do Sul,-22.2289256,-54.8079954,556734255113.0,camapi@terra.com.br,https://www.oficinaboschservice.com.br/camapimotores
Service Itaquirai,Bosch,ITAQUIRAÍ,Mato Grosso do Sul,-23.4831254,-54.1857656,5567996580170.0,autoeletricaitaquirai@hotmail.com,https://www.oficinaboschservice.com.br/serviceitaquirai
Juninho Auto Center,Bosch,JARDIM,Mato Grosso do Sul,-21.4888295,-56.1582559,556732511489.0,autocenterjr@hotmail.com,https://www.oficinaboschservice.com.br/juninhoautocenter
COMERCIAL AUTO ELETRICA JODAI,Bosch,NOVA ANDRADINA,Mato Grosso do Sul,-22.2411551,-53.34146690000001,556734412044.0,eltonjodai@yahoo.com.br,https://www.oficinaboschservice.com.br/autoeletricajodai
GUAPO-CAR,Bosch,TRES LAGOAS,Mato Grosso do Sul,-20.7827765,-51.71001889999999,556735211643.0,guapocar@terra.com.br,
FEIS CAR,Bosch,TRÊS LAGOAS,Mato Grosso do Sul,-20.8040999,-51.6869271,556732212100.0,feis@feiscar.com.br,https://www.oficinaboschservice.com.br/feiscarcentroautomotivo
LUCAR PNEUS,Bosch,TRÊS LAGOAS,Mato Grosso do Sul,-20.8000323,-51.68931509999999,556735222010.0,lcsilva_@terra.com.br,
OFICINA MECANICA GUARACAI,Bosch,TRÊS LAGOAS,Mato Grosso do Sul,-20.7934813,-51.6941133,556735211940.0,oficinaguaracai@hotmail.com,https://www.oficinaboschservice.com.br/oficinamecanicaguaracai
BALTERDIESEL,Bosch,ALFENAS,Minas Gerais,-21.4197156,-45.9775148,553532912362.0,ernesto@balterdiesel.com.br,
Triauto Multimarcas & Bosch Service - Araguari MG,Bosch,ARAGUARI,Minas Gerais,-18.6469265,-48.1935923,553432428050.0,hugo@triauto.com.br,
Eletrodiesel Express,Bosch,ARAXÁ,Minas Gerais,-19.6144542,-46.9363217,553436628000.0,financeiro@eletrodieselturbo.com.br,
AUTO ARA PNEUS E ACESSORIOS,Bosch,ARAÚJOS,Minas Gerais,-19.9475164,-45.1661304,553132256799.0,autoarapneus@hotmail.com.br,https://www.oficinaboschservice.com.br/autoarapneusepecas
Auto Bandeirante - Autopeças - Barbacena,Bosch,BARBACENA,Minas Gerais,-21.2140301,-43.7605874,553233323188.0,paulo@autobandeirante.com.br,
BRAVAUTO,Bosch,BARBACENA,Minas Gerais,-21.2137317,-43.7618738,553233317204.0,bravauto@barbacena.com.br,https://www.oficinaboschservice.com.br/bravautounidademecanica
BC PNEUS,Bosch,BARÃO DE COCAIS,Minas Gerais,-19.9411113,-43.4777019,553138373284.0,bcpneusautocenter@gmail.com,https://www.oficinaboschservice.com.br/bcpneusautocenter
 Alex Car,Bosch,BELO HORIZONTE,Minas Gerais,-19.7915062,-43.989601,5531995324181.0,alexandro.pimenta@gmail.com,
 GW Auto Peças,Bosch,BELO HORIZONTE,Minas Gerais,-19.956392,-43.986021,553133193100.0,financeiro@gwautopecas.com,
ADL AUTO PECAS LTDA,Bosch,BELO HORIZONTE,Minas Gerais,-19.8612273,-43.9447712,553134978080.0,adlpecas@gmail.com,
ALIANCA AUTOMOTIVA,Bosch,BELO HORIZONTE,Minas Gerais,-19.9467751,-43.9691912,553133717977.0,alianca.financeirobh2@gmail.com,
AUTO CENTER PRADO LTDA,Bosch,BELO HORIZONTE,Minas Gerais,-19.92153,-43.958656,553137861884.0,moises@autocenterprado.com.br,
AUTO CONFIANCA,Bosch,BELO HORIZONTE,Minas Gerais,-19.9232124,-43.9592455,553132751504.0,autoconfianca@autoconfia.com.br,
AUTOTECH BH,Bosch,BELO HORIZONTE,Minas Gerais,-19.85896,-43.95984,553136816428.0,atendimento@autotechcarservice.com.br,
BLUE CAR AUTOMOTIVO,Bosch,BELO HORIZONTE,Minas Gerais,-19.8363324,-43.9636615,553136657594.0,bluecarbh@gmail.com,
CHECK AUTO,Bosch,BELO HORIZONTE,Minas Gerais,-19.9486971,-43.9346997,553125551007.0,wkfinanceiro@globo.com,https://www.oficinaboschservice.com.br/checkautocentroautomotivo
D & A CENTRO AUTOMOTIVO LTDA,Bosch,BELO HORIZONTE,Minas Gerais,-19.8047407,-43.9712577,553134586535.0,debora-gerenciamento@hotmail.com,
Leroy Centro Automotivo e Baterias,Bosch,BELO HORIZONTE,Minas Gerais,-19.8909982,-43.9574271,553134281068.0,mecanicaleroy@hotmail.com,
NOBRE CENTER CAR,Bosch,BELO HORIZONTE,Minas Gerais,-19.9145768,-43.9519002,553199484683.0,nobrecentercar.financeiro@gmail.com,
Oficina Campeão,Bosch,BELO HORIZONTE,Minas Gerais,-19.9295167,-43.9307731,553132611093.0,centroautomotivocampeao@hotmail.com,
Oficina Mecânica - Bosch Car Service - Autotech,Bosch,BELO HORIZONTE,Minas Gerais,-19.9192265,-43.9573546,553136816428.0,contato@jrmcontabilidadeltda.com.br,
Oficina Mecânica Mult- Car,Bosch,BELO HORIZONTE,Minas Gerais,-19.913756,-43.904289,553134633916.0,financeiro@mult-carcentroautomotivo.com,
PACHAUTO,Bosch,BELO HORIZONTE,Minas Gerais,-19.9186923,-43.95168779999999,553132783366.0,pachauto@hotmail.com,
PERSONAL CHECK UP,Bosch,BELO HORIZONTE,Minas Gerais,-19.9559736,-43.9701104,553130412118.0,livia@personalcheckup.com.br,https://www.oficinaboschservice.com.br/personalcheckup
ROMACAR PEÇAS E SERVIÇOS LTDA,Bosch,BELO HORIZONTE,Minas Gerais,-19.9740355,-44.0527065,553133851089.0,ca.romacar@yahoo.com.br,
STREET SOM,Bosch,BELO HORIZONTE,Minas Gerais,-19.8856762,-43.92816,553134868800.0,fabianodasilveirapires@gmail.com,https://www.oficinaboschservice.com.br/streetsomcentroautomotivo
Shopping da Injeção Eletrônica,Bosch,BELO HORIZONTE,Minas Gerais,-19.8919266,-43.9936902,553134641200.0,contato@shoppingdainjecao.com.br,
LOJAO DO POVO LTDA,Bosch,BELO HORIZONTE,Minas Gerais,-19.85135,-43.93434999999999,5531993571711.0,povaoatendimento@gmail.com,
F & F CAR LTDA,Bosch,BETIM,Minas Gerais,-19.9632067,-44.19474839999999,553132859084.0,factumsolucoescontabeis@gmail.com,
ELETRO AUTO BOCAIUVA,Bosch,BOCAIUVA,Minas Gerais,-17.1147822,-43.8211444,553832511638.0,pecas@eletroautoboc.com.br,
ZR RETIFICA,Bosch,BOM DESPACHO,Minas Gerais,-19.759446,-45.2606084,5537998567777.0,zrretifica@yahoo.com.br,
AutoMais Oficina,Bosch,Belo Horizonte,Minas Gerais,-19.895355,-43.93599450000001,553134121288.0,contato@automaisjf.com.br,
GreenCar Automotivo,Bosch,Belo Horizonte,Minas Gerais,-19.8305829,-43.9635725,553134413355.0,joaopaulo@greencarbh.com.br,
FERNANDA SALES GAMA,Bosch,CARANDAI,Minas Gerais,-20.9494333,-43.8016632,,karangascar@hotmail.com,
AUTO ELETRICA JULINHO,Bosch,CARANGOLA,Minas Gerais,-20.7287977,-42.0379522,553237412463.0,autoeletricajulinho@bol.com.br,https://www.oficinaboschservice.com.br/autoeletricajulinho
BR SETTE CAR SERVICE,Bosch,CARATINGA,Minas Gerais,-19.7669335,-42.1305208,5533999980077.0,renato@brsette.com.br,https://www.oficinaboschservice.com.br/br7
RENOVE AUTO CENTER,Bosch,CONCEIÇÃO DAS ALAGOAS,Minas Gerais,-19.9210788,-48.3741599,553433210974.0,gerencia.renoveautocenter@gmail.com,https://www.oficinaboschservice.com.br/renoveautocenter
AUTO ELETRICA LEANDRO &,Bosch,CONCEIÇÃO DAS ALAGOAS,Minas Gerais,-19.9259226,-48.37841179999999,553433213204.0,leandrocarvalho660@gmail.com,
AVS Motors LTDA,Bosch,CONSELHEIRO LAFAIETE,Minas Gerais,-20.6560538,-43.7835355,553137621163.0,avsmotorsltda@gmail.com,www.avsmotors.com.br
GRILLO'S PNEUS,Bosch,CONTAGEM,Minas Gerais,-19.9307659,-44.1095481,553133977663.0,centroautomotivogrillos@gmail.com,
OFICINA CAR JUNIOR,Bosch,CONTAGEM,Minas Gerais,-19.9708078,-44.0617098,553125246009.0,oficinacarjunior@gmail.com,
VIPCenter,Bosch,CONTAGEM,Minas Gerais,-19.9108875,-44.0747473,553133902104.0,vipcarautoservicos2@gmail.com,
UNIVERSO CENTER CABRAL LTDA,Bosch,CONTAGEM,Minas Gerais,-19.87469305187482,-44.0481079999639,5531992756461.0,universocentercabral@gmail.com,
CENTRO AUTOMOTIVO CAUTOMEC,Bosch,CONTAGEM,Minas Gerais,-19.9668529,-44.0377458,553125670400.0,cautomec@hotmail.com,https://www.oficinaboschservice.com.br/cautomec
CARECA PNEUS,Bosch,Capelinha,Minas Gerais,-17.7011424,-42.5212886,553335162322.0,carecapneus@yahoo.com.br,
Auto Peças Ferreira,Bosch,DIAMANTINA,Minas Gerais,-18.2395868,-43.6170771,553835315303.0,apferreirasa@gmail.com,
CARBUREL,Bosch,DIVINÓPOLIS,Minas Gerais,-20.1721649,-44.916765,5.537321232333212e+19,financeiro@carburel.com.br,
IPE PNEUS,Bosch,FORMIGA,Minas Gerais,-20.4544872,-45.4438456,553733227333.0,ipepneus@ipepneus.com.br,https://www.oficinaboschservice.com.br/centroautomotivoipepneus
CAR + AUTO CENTER,Bosch,FORMOSO,Minas Gerais,-14.95196,-46.2366,553836471021.0,carmaisautocenter@hotmail.com,https://www.oficinaboschservice.com.br/carmaisautocenter
GG AUTO CENTER,Bosch,FRUTAL,Minas Gerais,-20.014208,-48.9355154,553434293935.0,compras@ggautocenter.com.br,
PINHEIRO COMERCIO E SERVICOS LTDA,Bosch,Formiga,Minas Gerais,-20.4664481,-45.4326553,553733221287.0,PNEUSPINHEIRO1287@GMAIL.COM,
CASA DAS BATERIAS,Bosch,GOVERNADOR VALADARES,Minas Gerais,-18.8581548,-41.9466376,553332716068.0,baterias@uol.com.br,https://www.oficinaboschservice.com.br/casadasbaterias
Mecânica São Lucas,Bosch,GOVERNADOR VALADARES,Minas Gerais,-18.86317,-41.940951,553332751413.0,mecanicasaolucas@terra.com.br,
VILLAGE AUTO CENTER LTDA - ME,Bosch,GUANHÃES,Minas Gerais,-18.7792897,-42.9386701,553334212922.0,villageautocenter@hotmail.com,https://www.oficinaboschservice.com.br/villageautocentereestacaoderecargadeveiculos
CHECK UP CAR,Bosch,IBIÁ,Minas Gerais,-19.4878116,-46.5450499,5534988450234.0,silveira.silveiraibia@gmail.com,
CORRADI PECAS E SERVICOS,Bosch,ITAGUARA,Minas Gerais,-20.3909586,-44.49245639999999,553733841492.0,gracilianocorradi@hotmail.com,
Oficina Mecatrônica,Bosch,ITAJUBÁ,Minas Gerais,-22.4263202,-45.4661305,553536232635.0,mecatronicaitajuba@hotmail.com,
"UNICAR CENTRO AUTOMOTIVO
",Bosch,ITUIUTABA,Minas Gerais,-18.9797259,-49.4792379,553432622226.0,vilma@unicarituiutaba.com.br,
Autopeças Brasil Novo,Bosch,Itabira,Minas Gerais,-19.632391,-43.2249799,553138397575.0,brasilnovo@brasilnovo.com.br,www.brasilnovo.com
VICENTE DE SANTANA MARQUES,Bosch,Itabirito,Minas Gerais,-20.2517853,-43.8018126,553135611521.0,villela_vicentemarques@yahoo.com.br,
ELETRO GERAL,Bosch,JANAÚBA,Minas Gerais,-15.8108881,-43.3040069,553838211548.0,eletrogeral@nortecnet.com.br,
Minas Peças de Januária,Bosch,JANUÁRIA,Minas Gerais,-15.4916875,-44.3666956,553836215343.0,minaspecas476@bol.com.br,https://www.oficinaboschservice.com.br/minaspecasdejanuaria
JOGEPE,Bosch,JOÃO MONLEVADE,Minas Gerais,-19.8116566,-43.1658616,553138512284.0,jogepe@jogepe.com.br,https://www.oficinaboschservice.com.br/jogepeautopecas
 Brasil Centro Automotivo -  Santa Terezinha,Bosch,JUIZ DE FORA,Minas Gerais,-21.7317493,-43.3568414,558000003005.0,adm@brasilcentroautimotivo.com.br,
Brasil Centro Automotivo -  Teixeiras,Bosch,JUIZ DE FORA,Minas Gerais,-21.79492,-43.36611,558000003005.0,adm@brasilcentroautimotivo.com.br,
Brasil Centro Automotivo - Mariano Procópio,Bosch,JUIZ DE FORA,Minas Gerais,-21.745875933,-43.3672478959,558000003005.0,adm@brasilcentroautimotivo.com.br,
Lubrificati Troca de Óleo,Bosch,LAGOA DA PRATA,Minas Gerais,-20.0324457,-45.5255482,5537999830167.0,carboteck.boschservice@gmail.com,
LUBRIFICATI FILTROS E,Bosch,LAGOA DA PRATA,Minas Gerais,-20.0205076,-45.5414121,553732611216.0,lubrificati@hotmail.com,https://www.oficinaboschservice.com.br/lubrificatitrocadeoleo
AUTOTECH CAR SERVICE,Bosch,LAGOA SANTA,Minas Gerais,-19.6448166,-43.9025898,553136816428.0,atendimento@autotechcarservice.com.br,
SUGOI CAR SERVICE,Bosch,LAGOA SANTA,Minas Gerais,-19.6250095,-43.8949072,553136814982.0,SUGOICARSERVICE@GMAIL.COM,https://www.oficinaboschservice.com.br/sugoi
M&F Auto Center,Bosch,LAJINHA,Minas Gerais,-20.1494955,-41.624612,,MFAUTOCENTER24@GMAIL.COM,
AUTO MECANICA SANTOS,Bosch,MARIANA,Minas Gerais,-20.3023871,-43.4797817,553135572774.0,automecanicasantos1@yahoo.com.br,https://www.oficinaboschservice.com.br/automecanicasantos
FARLEY AUTOPECAS,Bosch,MONTE AZUL,Minas Gerais,-15.1492498,-42.8714548,553838111492.0,farleyautopecas@bol.com.br,
ALJ SERVICE CAR,Bosch,MONTES CLAROS,Minas Gerais,-16.72415788550805,-43.845378263312,5538998015809.0,aljservicescar044@gmail.com,
Fácil Autocenter,Bosch,MONTES CLAROS,Minas Gerais,-16.7408712,-43.8458625,553832165596.0,gildeon@lotemoclubrificantes.com.br,
INVICTUS MECANICA INTELIGENTE LTDA,Bosch,MONTES CLAROS,Minas Gerais,-16.7091406,-43.8444985,5538998477298.0,comercial@invictusmecanica.com.br,
LIDERAUTO,Bosch,NOVA ERA,Minas Gerais,-19.7592102,-43.0286361,553138611151.0,lideraut@gmail.com,
OFICINA DO ISAC,Bosch,Nova Era,Minas Gerais,-19.7700871,-43.0263561,553138615450.0,of_isac@hotmail.com,
GUIPARE BOSCH CAR SERVICE,Bosch,OURO BRANCO,Minas Gerais,-20.52161,-43.705751,553137421774.0,guipareacenter@oi.com.br,
MB CENTRAIS,Bosch,PARACATU,Minas Gerais,-17.22582,-46.8746225,5538998371812.0,mbcentrais@gmail.com,
SENNA PNEUS,Bosch,PARACATU,Minas Gerais,-17.2127593,-46.8736083,5538988256755.0,sennapneusadm@hotmail.com,
AUTO CENTER PATOS LTDA,Bosch,PATOS DE MINAS,Minas Gerais,-18.6273332,-46.49595919999999,5531999943150.0,autocenterpatos@gmail.com,
ELETROAUTO,Bosch,PATROCÍNIO,Minas Gerais,-18.9394958,-46.9902467,553438311010.0,fred@eletroauto.com,https://www.oficinaboschservice.com.br/eletroauto
MAJUNIOR MANSUR MOREIRA,Bosch,PATROCÍNIO,Minas Gerais,-18.931113,-46.9881218,553438314153.0,carraropecas@outlook.com,https://www.oficinaboschservice.com.br/autopecascarraro
ZIBICO AUTO ELETRICA,Bosch,PIUMHI,Minas Gerais,-20.4804508,-45.962304,553733713078.0,zibicobosch@gmail.com,https://www.oficinaboschservice.com.br/zibicoautoeletrica
Bosch Car Service - FCA Motors,Bosch,POÇOS DE CALDAS,Minas Gerais,-21.78307,-46.58627,553530644670.0,fcamotorsbcs@gmail.com,
OFICINA NOVA GERACAO 2,Bosch,POÇOS DE CALDAS,Minas Gerais,-21.7871607,-46.598826,553537145213.0,olairs@hotmail.com,
Pompeu Auto Motors - Centro Automotivo,Bosch,Pompéu,Minas Gerais,-19.2417182,-45.0145702,5537999293732.0,POMPEUAUTOMOTORS@GMAIL.COM,
NEVES CENTRO AUTOMOTIVO LTDA,Bosch,RIBEIRÃO DAS NEVES,Minas Gerais,-19.7751922,-44.0824001,553136245364.0,nevescentroauto@gmail.com,
ELETROMECANICA JR,Bosch,SANTA BARBARA,Minas Gerais,-19.9596334,-43.4071226,553138321008.0,eletromecanicajr@hotmail.com,
Centro Automotivo Avenida,Bosch,SANTA LUZIA,Minas Gerais,-19.77757,-43.8767,553136413323.0,formiguinhacentroautomotivo@hotmail.com,
Trimac Auto Center,Bosch,SANTA VITORIA,Minas Gerais,-18.855486,-50.1300255,5534996841204.0,trimac.sv@gmail.com,
Injemax Centro Automotivo,Bosch,SETE LAGOAS,Minas Gerais,-19.4703458,-44.2630683,55313773706052.0,injemaxcentroautomotivo@gmail.com,
POWER CAR SOLUCOES,Bosch,SETE LAGOAS,Minas Gerais,-19.4768915,-44.2181945,553131521010.0,powercarboschservice@gmail.com,
ALINHASETE,Bosch,Sete Lagoas,Minas Gerais,-19.440527,-44.2203459,553136972888.0,felipe@alinhasete.com.br,
Centro Automotivo Jactar,Bosch,SÃO GONÇALO DO SAPUCAÍ,Minas Gerais,-21.8933291,-45.5986272,553532411219.0,financeiro.jactar@gmail.com,
BRASILUSA,Bosch,SÃO JOÃO EVANGELISTA,Minas Gerais,-18.5534216,-42.766633,553388286121.0,gerencia.brasilusa@hotmail.com,
RENETON,Bosch,SÃO SEBASTIÃO DO PARAÍSO,Minas Gerais,-20.9063275,-46.98289279999999,553535317685.0,renetonsociedade@gmail.com,
PUNGIRUM BOSCH CAR SERVICE,Bosch,TEOFILO OTONI,Minas Gerais,-17.8488738,-41.4925181,553335361001.0,admpungirum@outlook.com,https://www.oficinaboschservice.com.br/pungirum
QUATRO RODAS,Bosch,TRES MARIAS,Minas Gerais,-18.2043278,-45.2306619,5535228770.0,mec4rodas@hotmail.com,
AUTO CENTER SAO PAULO,Bosch,TRÊS CORAÇÕES,Minas Gerais,-21.6813875,-45.2657648,553588236241.0,nf_autopecassp@hotmail.com,
AUTO ELETRICA MINAUTO,Bosch,UBERABA,Minas Gerais,-19.7706247,-47.9546922,553433364622.0,david.oliveira@nacionaluberaba.com.br,
Autoseg Multimarcas,Bosch,UBERABA,Minas Gerais,-19.7458605,-47.9521859,553433216000.0,leandro@atsmultimarcas.com.br,
Autoseg Multimarcas Bosch Service,Bosch,UBERABA,Minas Gerais,-19.7626827,-47.9442966,553433264000.0,leandro@atsmultimarcas.com.br,
NANYA AUTO ELETRICA,Bosch,UBERABA,Minas Gerais,-19.7669348,-47.9451334,553433361401.0,noborub@nanya.com.br,
TRIAUTO MOTORS,Bosch,UBERABA,Minas Gerais,-19.7489169,-47.9763405,553433157890.0,fabio@triautomotors.com.br,https://www.oficinaboschservice.com.br/triautomotorscentroautomotivo
Autoseg Uberlandia Bosch Service,Bosch,UBERLANDIA,Minas Gerais,-18.9125141,-48.27338899999999,5534992201000.0,leandro@atsmultimarcas.com.br,
EV-MOTION AUTO CENTER,Bosch,UBERLANDIA,Minas Gerais,-18.87149233,-48.26321491,553432136819.0,financeiro@autodieseluberlandia.com.br,
PNEUSET EV MOTORS,Bosch,UBERLANDIA,Minas Gerais,-18.9161016,-48.2496557,553432343822.0,evmotors2007@yahoo.com.br,https://www.oficinaboschservice.com.br/pneusettautomecanica
AUTO MECANICA ASTRA,Bosch,UBERLÂNDIA,Minas Gerais,-18.9029767,-48.2665397,553432120608.0,mecanicaastra@yahoo.com.br,
Centro Automotivo Uberlandia,Bosch,UBERLÂNDIA,Minas Gerais,-18.879084,-48.267296,553432226400.0,andre@centroautomotivoudia.com.br,
JUNINHO AUTO CENTER,Bosch,UBERLÂNDIA,Minas Gerais,-18.9234664,-48.2307426,553432154419.0,junior@juninhoautocenter.com.br,https://www.oficinaboschservice.com.br/juninhoautocenter
PETROLEUM LUBRIFICANTES LTDA,Bosch,UBERLÂNDIA,Minas Gerais,-18.9128657,-48.3259078,553432369838.0,COMERCIAL@PETROLEUMLUB.COM.BR,
GOOD SERVICOS MECANICOS LTDA,Bosch,UBERLÂNDIA,Minas Gerais,-18.8950281,-48.25011260000001,553432117200.0,rodrigoturbo.servicosmecanicos@gmail.com,
SO CAMINHONETE,Bosch,UNAI,Minas Gerais,-16.3737477,-46.90166139999999,553836761724.0,financeiro@smunai.com.br,https://www.oficinaboschservice.com.br/socaminhonetemineiraoautopecas
GS CAR,Bosch,VARGINHA,Minas Gerais,-21.5523503,-45.4462137,5535988555541.0,luiza@gscar.com.br,https://www.oficinaboschservice.com.br/gscar
CLARICAR,Bosch,VISCONDE DO RIO BRANCO,Minas Gerais,-20.9990459,-42.8386542,553235512406.0,claricarmecanica@hotmail.com,https://www.oficinaboschservice.com.br/claricarmecanica
REDECAR MECANICA E ELETRICA LTDA,Bosch,VISCONDE DO RIO BRANCO,Minas Gerais,-21.000703,-42.8391408,553235517425.0,REDE.BOSCHCARSERVICE@GMAIL.COM,
São Geraldo Auto Center,Bosch,VIÇOSA,Minas Gerais,-20.7504579,-42.869801,553138912335.0,oficinasaogeraldo@gmail.com,https://www.oficinaboschservice.com.br/saogeraldoautocenter
C. H PETRELLI LTDA,Bosch,ANDIRA,Paraná,-23.0485291,-50.2296676,,chpetrelli@hotmail.com,
ROCAUTO INJECAO ELETRONICA,Bosch,BANDEIRANTES,Paraná,-23.1132377,-50.37248779999999,554335491072.0,vicenterocauto@hotmail.com,
PR CAR CENTRO AUTOMOTIVO,Bosch,CAMBÉ,Paraná,-23.3111343,-51.2158101,554332531576.0,prcar.cambe@hotmail.com,https://www.oficinaboschservice.com.br/prcarcentroautomotivo
Oficina Mecânica Zavati,Bosch,CAMPO LARGO,Paraná,-25.452507,-49.5229744,554132921062.0,financeiro@zavati.com.br,
Bosch Car Service - R7 Oficina Multimarcas,Bosch,CAMPO MOURAO,Paraná,-24.03797,-52.38701,554438100777.0,financeiro@biodescarbonizante.com.br,
RODOCAP AUTO CENTER,Bosch,CAPITÃO LEÔNIDAS MARQUES,Paraná,-25.484356,-53.61065,554532861777.0,RODOCAPAUTOCENTER@HOTMAIL.COM,
JVS CAR SERVICE,Bosch,CASCAVEL,Paraná,-24.9642156,-53.4541973,554532235791.0,jvschemberg@hotmail.com,
Multifiat Oficina Auto Mecânica Multimarcas,Bosch,CASCAVEL,Paraná,-24.9749236,-53.4650026,554530394380.0,multifiat@hotmail.com,
